code,name,market,type
RRGB,Red Robin Gourmet Burgers Incレッド ロビン グルメ バーガーズ,NASDAQ,stock
RRR,Red Rock Resorts Inc Aレッド ロック リゾート A,NASDAQ,stock
RRX,Regal Beloit Corpリーガル レックスノード,NYSE,stock
RS,Reliance Incリライアンス,NYSE,stock
RSG,Republic Servicesリパブリック サービシーズ,NYSE,stock
RSI,Rush Street Interactive Incラッシュ　ストリート　インタラクティブ,NYSE,stock
RSKD,Riskified Ltdリスキファイド,NYSE,stock
RSLS,ReShape Lifesciences Incリシェイプ ライフサイエンシズ,NASDAQ,stock
RSSS,Research Solutions Incリサーチ ソリューションズ インク,NASDAQ,stock
RSVR,Reservoir Media Incレザボア ミーディア,NASDAQ,stock
RTC,Baijiayun Group Ltdバイジアヤン グループ,NASDAQ,stock
RTX,RTX CorpRTX,NYSE,stock
RUM,Rumble Inc Aランブル A,NASDAQ,stock
RUN,Sunrun Incサンラン,NASDAQ,stock
RUSHA,Rush Enterprises Inc Aラッシュ エンタープライジズ A,NASDAQ,stock
RUSHB,Rush Enterprises Incラッシュ・エンタープライジズ,NASDAQ,stock
RVLV,Revolve Group Inc Aリボルブ グループ A,NYSE,stock
RVMD,Revolution Medicines Incレボリューション メディスンス,NASDAQ,stock
RVP,Retractable Technologies Incリトラクタブル　テクノロジーズ,NYSE,stock
RVPH,Reviva Pharmaceuticals Holdings Incレヴィヴァ ファーマシューティカルズ,NASDAQ,stock
RVSB,Riverview Bancorp Incリバービュー バンコープ,NASDAQ,stock
RVSN,Rail Vision Ltdレール ビジョン,NASDAQ,stock
RVTY,Revvity Incレヴィティー,NYSE,stock
RVYL,Ryvyl Incリビル,NASDAQ,stock
RWAY,Runway Growth Finance Corpランウェイ グロース ファイナンス,NASDAQ,stock
RXO,RXO IncRXO,NYSE,stock
RXRX,Recursion Pharmaceuticals Inc Aリカージョン　ファーマシューティカルズ A,NASDAQ,stock
RXST,RxSight Incレックスサイト,NASDAQ,stock
RXT,Rackspace Technology IncRackspace Technology Inc,NASDAQ,stock
RY,Royal Bank of Canadaロイヤル バンク オブ カナダ,NYSE,stock
RYAM,Rayonier Advanced Materials Incレイヨニア アドバンスト マテリアルズ,NYSE,stock
RYAN,Ryan Specialty Holdings Incライアン スペシャルティ ホールディングス,NYSE,stock
RYI,Ryerson Holding Corpライアーソン ホールディング,NYSE,stock
RYTM,Rhythm Pharmaceuticals Incリズム ファーマシューティカルズ,NASDAQ,stock
RZLT,Rezolute Incレゾリュート,NASDAQ,stock
RZLV,Rezolve AI Ltdリゾルヴ AI,NASDAQ,stock
S,SentinelOne Incセンチネルワン A,NYSE,stock
SA,Seabridge Gold Incシーブリッジ ゴールド,NYSE,stock
SABR,Sabreセーバー,NASDAQ,stock
SABS,SAB Biotherapeutics IncSAB バイオセラピューティクス,NASDAQ,stock
SAFT,Safety Insurance Group Incセーフティー インシュアランス グループ,NASDAQ,stock
SAGA,Sagaliam Acquisition Corp Aサガリアム アクイジション A,NASDAQ,stock
SAGE,Sage Therapeutics Incセージ セラピューティクス,NYSE,stock
SAH,Sonic Automotive Inc Aソニック オートモーティブ A,NYSE,stock
SAIA,Saia Incサイア,NASDAQ,stock
SAIC,Science Applications Internationalサイエンス アプリケーションズ インターナショナル,NYSE,stock
SAIL,Sailpoint Incセイルポイント,NASDAQ,stock
SAM,The Boston Beer Company Inc Aボストン ビア A,NYSE,stock
SAMG,Silvercrest Asset Management Group IncAｼﾙﾊﾞｰｸﾚｽﾄ･ｱｾｯﾄﾏﾈｼﾞﾒﾝﾄ･ｸﾞﾙｰﾌﾟ,NASDAQ,stock
SANA,Sana Biotechnology Inc サナバイオテクノロジー,NASDAQ,stock
SAND,Sandstorm Gold Ltdサンドストーム・ゴールド,NYSE,stock
SANG,Sangoma Technologies Corporationサンゴマ テクノロジーズ コーポレーショ,NASDAQ,stock
SANM,Sanminaサンミナ,NASDAQ,stock
SANW,S&amp;W Seed CoS＆Wシード,NASDAQ,stock
SASR,Sandy Spring Bancorp Incサンディ スプリング バンコープ,NASDAQ,stock
SATL,Satellogic Inc A サテロジック インク A,NASDAQ,stock
SATS,EchoStar Aエコスター A,NASDAQ,stock
SATX,SatixFy Communicationsサティクスファイ コミュニケーションズ,NYSE,stock
SAVA,Cassava Sciences Incキャッサバ サイエンシズ,NASDAQ,stock
SAVE,Spirit Airlinesエコスター Aスピリット航空,NYSE,stock
SB,Safe Bulkers Incセーフ バルカース,NYSE,stock
SBC,SBC Medical Group Holdings IncSBC メディカル グループ,NASDAQ,stock
SBCF,Seacoast Banking Corporation of Floridaシーコースト バンキング コーポレーション オブ フロリダ,NASDAQ,stock
SBET,SharpLink Gaming Ltdシャープリンク,NASDAQ,stock
SBEV,Splash Beverage Group Incスプラッシュ　ビバレッジ　グループ,NYSE,stock
SBFG,SB Financial Group IncＳＢファイナンシャル グループ,NASDAQ,stock
SBFM,Sunshine Biopharma Incサンシャイン バイオファーマ,NASDAQ,stock
SBGI,Sinclair Inc Aシンクレア A,NASDAQ,stock
SBH,Sally Beauty Holdingsサリー ビューティ ホールディングス,NYSE,stock
SBLK,Star Bulk Carriers Corp スター バルク･キャリアーズ,NASDAQ,stock
SBSI,Southside Bancshares Incサウスサイド バンクシェアーズ,NYSE,stock
SBT,Sterling Bancorp Inc MIスターリング バンコープ,NASDAQ,stock
SBUX,Starbucksスターバックス,NASDAQ,stock
SCCO,Southern Copperサザン コッパー,NYSE,stock
SCHL,Scholastic Corporationスコラスティック,NASDAQ,stock
SCHW,Charles Schwabチャールズ シュワブ,NYSE,stock
SCI,Service Corporation Internationalサービス コーポレーション インターナショナル,NYSE,stock
SCKT,Socket Mobile Incソケット モービル,NASDAQ,stock
SCL,Stepan Coステパン,NYSE,stock
SCLX,Scilex Holding Coサイレックス ホールディング,NASDAQ,stock
SCNX,Scienture Holdings Incサイエンチュア ホールディングス,NASDAQ,stock
SCOR,Comscore Incコムスコア,NASDAQ,stock
SCPH,Scpharmaceuticals IncSCファーマシューティカルズ,NASDAQ,stock
SCPX,Scorpius Holdings Incスコーピアス ホールディングス,NYSE,stock
SCS,Steelcase Inc Aスチールケース A,NYSE,stock
SCSC,Scansourceスキャンソース,NASDAQ,stock
SCVL,Shoe Carnival Incシュー カーニバル,NASDAQ,stock
SCX,The LS Starrett Company Aザ エルエス スターレット A,NYSE,stock
SCYX,SCYNEXIS Incサイネクシス,NASDAQ,stock
SDA,SunCar Technology Group Incサンカー テクノロジー グループ,NASDAQ,stock
SDAC,Sustainable Development Acquisition I Corp.サステナブル ディベロップメント アクイジション1,NYSE,stock
SDGR,Schrodinger Incシュレーディンガー,NASDAQ,stock
SDIG,Stronghold Digital Mining Inc Aストロングホールド デジタル マイニング A,NASDAQ,stock
SDOT,Sadot Group Incサドット グループ インク,NASDAQ,stock
SDRL,Seadrill Ltdシードリル,NYSE,stock
SDST,Stardust Power Incスターダスト パワー,NASDAQ,stock
SEAC,SeaChange International Incシーチェンジ インターナショナル,NASDAQ,stock
SEAT,Vivid Seats Incビビッド シーツ,NASDAQ,stock
SEB,Seaboard Corpシーボード,NYSE,stock
SEDA,SDCL EDGE Acquisition Corporation ASDCL EDGE アクイジション A,NYSE,stock
SEDG,SolarEdge Technologiesソーラーエッジ　テクノロジー,NASDAQ,stock
SEE,Sealed Airシールド エアー,NYSE,stock
SEED,Origin Agritech Ltdオリジン アグリ,NASDAQ,stock
SEER,Seer Inc シーア,NASDAQ,stock
SEG,Seaport Entertainment Group Incシーポート エンターテイメント グループ,NYSE,stock
SEI,Solaris Energy Infrastructure Inc Aソラリスエナジーインフラストラクチャー A,NYSE,stock
SEIC,SEI InvestmentsSEI インベストメンツ,NASDAQ,stock
SEM,Select Medical Holdings Corpセレクト メディカル ホールディングス,NYSE,stock
SEMR,SEMrush Holdings Inc Aセムラッシュ　ホールディングス A,NYSE,stock
SENEA,Seneca Foods Corp Aセネカ フーズ A,NASDAQ,stock
SENEB,Seneca Foods Corporationセネカ フーズ コーポレーション,NASDAQ,stock
SENS,Senseonics Holdings Incセンセオニクス　ホールディングス,NYSE,stock
SEPN,Septerna Incセプテルナ インク,NASDAQ,stock
SER,Serina Therapeutics Incセリーナ セラピューティックス,NYSE,stock
SERA,Sera Prognostics Inc Aセラ プログノスティクス A,NASDAQ,stock
SES,SES AI CorpSES AI コープ,NYSE,stock
SF,Stifel Financialスティーフル フィナンシャル,NYSE,stock
SFBC,Sound Financial Bancorp Incｻｳﾝﾄﾞ･ﾌｧｲﾅﾝｼｬﾙ･ﾊﾞﾝｺｰﾌﾟ,NASDAQ,stock
SFBS,ServisFirst Bancshares Incサービスファースト バンクシェアーズ,NYSE,stock
SFD,Smithfield Foods Incスミスフィールド フーズ,NASDAQ,stock
SFIX,Stitch Fix Aステッチフィックス A,NASDAQ,stock
SFL,SFL Corporation LtdSFL,NYSE,stock
SFM,Sprouts Farmers Marketスプラウツ ファーマーズ マーケット,NASDAQ,stock
SFNC,Simmons First National Corp Aシモンズ ファースト ナショナル A,NASDAQ,stock
SFST,Southern First Bancshares Incサザーン ファースト バンクシェアーズ,NASDAQ,stock
SG,Sweetgreen Incスイートグリーン,NYSE,stock
SGA,Saga Communications Inc Aサガ コミュニケーションズ A,NASDAQ,stock
SGBX,Safe and Green Holding Corpセーフ &amp; グリーン ホールディングス,NASDAQ,stock
SGC,Superior Group of Companies Incスーペリア ユニフォーム グループ,NASDAQ,stock
SGH,SMART Global Holdingsスマート グローバル ホールディングス,NASDAQ,stock
SGHC,Super Group SGHCスーパー グループ SGHC,NYSE,stock
SGHT,Sight Sciences Incサイトサイエンシズ,NASDAQ,stock
SGLY,Singularity Future Technology Ltdシンギュラリティ フューチャー テクノ,NASDAQ,stock
SGMA,SigmaTron International IncSigmaTron インターナショナル,NASDAQ,stock
SGML,Sigma Lithium Corpシグマ リチウム コープ,NYSE,stock
SGMO,Sangamo Therapeuticsサンガモ セラピューティクス,NASDAQ,stock
SGRP,SPAR Group IncSPARグループ,NASDAQ,stock
SGRY,Surgery Partners Incサージェリー パートナーズ,NASDAQ,stock
SGU,Star Group LPスター グループ,NYSE,stock
SHAK,Shake Shack Aシェイク シャック A,NYSE,stock
SHBI,Shore Bancshares Incショア バンクシェアーズ,NASDAQ,stock
SHC,Sotera Health Company ソテラ ヘルス,NASDAQ,stock
SHCO,Soho House &amp; Co Incソーホーハウス,NYSE,stock
SHCR,Sharecare Inc Aシェアケア A,NASDAQ,stock
SHEN,Shenandoah Telecommunications Companyシェナンドー テレコミュニケーションズ,NASDAQ,stock
SHFS,SHF Holdings IncSHF ホールディングス,NASDAQ,stock
SHIP,Seanergy Maritime Holdingsシナジー マリ,NASDAQ,stock
SHLS,Shoals Technologies Group Inc ショールズ　テクノロジーズ,NASDAQ,stock
SHOO,Steven Madden Ltdスティーブン マデン,NASDAQ,stock
SHOP,Shopify Aショッピファイ A,NYSE,stock
SHOT,Safety Shot Incセーフティ ショット,NASDAQ,stock
SHW,Sherwin-Williamsシャーウィン ウィリアムズ,NYSE,stock
SHYF,Shyft Group Incシフト グループ,NASDAQ,stock
SIBN,SI-BONE IncSI-ボーン,NASDAQ,stock
SIDU,Sidus Space Inc Aシダス スペース インク A,NASDAQ,stock
SIEB,Siebert Financial Corpシーバート ファイナンシャル,NASDAQ,stock
SIF,SIFCO Industries Incシフコ インダストリーズ,NYSE,stock
SIG,Signet Jewelersシグネット ジュエラーズ,NYSE,stock
SIGA,SIGA Technologies Incシガ テクノロジーズ,NASDAQ,stock
SIGI,Selective Insurance Group Incセレクティブ インシュアランス グループ,NASDAQ,stock
SII,Sprott Incスプロット,NYSE,stock
SILC,"Silicom Ltd.,シリコム",NASDAQ,stock
SINT,SiNtx Technologies Incシンテックス インダストリーズ,NASDAQ,stock
SIRI,Sirius XM Holdingsシリウス XM ホールディングス,NASDAQ,stock
SISI,Shineco Incシネコ インク,NASDAQ,stock
SITE,SiteOne Landscape Supply Incサイトワン ランドスケープ サプライ,NYSE,stock
SITM,SiTime Corpサイタイム,NASDAQ,stock
SJ,Scienjoy Holding Corp-Aサイエンジョイ　ホールディング　Ａ,NASDAQ,stock
SJM,The JM SmuckerJM スマッカー,NYSE,stock
SJW,SJW GroupSJW グループ,NASDAQ,stock
SKE,Skeena Resources Limitedスキーナ リソーシズ,NYSE,stock
SKIL,Skillsoft Corpスキルソフト,NYSE,stock
SKIN,Beauty Health Co/Theビューティー ヘルス,NASDAQ,stock
SKLZ,Skillz Incスキルズ A,NYSE,stock
SKX,Skechers USA AスケッチャーズUSA A,NYSE,stock
SKY,Champion Homes Incチャンピオン ホームズ,NYSE,stock
SKYH,Sky Harbour Group Corporationスカイ ハーバー グループ,NYSE,stock
SKYT,SkyWater Technology Incスカイウォーターテクノロジー,NASDAQ,stock
SKYW,SkyWest Incスカイウェスト,NASDAQ,stock
SKYX,SQL Technologies CorpSQL テクノロジーズ,NASDAQ,stock
SLAB,Silicon Laboratoriesシリコン ラボラトリーズ,NASDAQ,stock
SLAM,Slam Corp Aスラム A,NASDAQ,stock
SLB,Schlumbergerシュルンベルジェ,NYSE,stock
SLCT,Select Bancorp Incセレクト バンコープ,NASDAQ,stock
SLDB,Solid Biosciences Incソリッド バイオサイエンシズ,NASDAQ,stock
SLDP,Solid Power Incソリッド パワー インク,NASDAQ,stock
SLE,Super League Enterprise Incスーパー リーグ エンタープライズ,NASDAQ,stock
SLF,Sun Life Financialサン ライフ ファイナンシャル,NYSE,stock
SLGL,Sol-Gel Technologies Ltdソル-ゲル テクノロジーズ,NASDAQ,stock
SLGN,Silgan Holdings Incシルガン ホールディングス,NYSE,stock
SLI,Standard Lithium Ltdスタンダード リチウム,NYSE,stock
SLM,SLM CorpSLM,NASDAQ,stock
SLND,Southland Holdings Incサウスランド ホールディングス,NYSE,stock
SLNG,Stabilis Solutions Incスタビリス ソリューションズ,NASDAQ,stock
SLNH,Soluna Holdings Incソルナ ホールディングス,NASDAQ,stock
SLNO,Soleno Therapeutics Incソレノ セラピーティクス,NASDAQ,stock
SLP,Simulations Plus Incシミュレーションズ プラス,NASDAQ,stock
SLQT,SelectQuote IncSelectquote Inc,NYSE,stock
SLRX,Salarius Pharmaceuticals Incサラリウス ファーマシューティカルズ,NASDAQ,stock
SLS,SELLAS Life Sciences Group Incセラス ライフサイエンシズ グループ,NASDAQ,stock
SLVM,Sylvamo Corporationシルバモ コーポ,NYSE,stock
SLXN,Silexion Therapeutics Corpシレクシオン セラピューティクス,NASDAQ,stock
SM,SM Energy Coエスエム エナジー,NYSE,stock
SMBC,Southern Missouri Bancorpサザン ミズーリ バンコープ,NASDAQ,stock
SMBK,SmartFinancial Incスマートファイナンシャル,NYSE,stock
SMCI,Super Micro Computer Incスーパー マイクロ コンピューター,NASDAQ,stock
SMG,Scotts Miracle Groスコッツ ミラクルグロー,NYSE,stock
SMHI,SEACOR Marine Holdings Incシーコア マリン ホールディングス,NYSE,stock
SMID,Smith-Midland Corpスミス　ミッドラン,NASDAQ,stock
SMLR,Semler Scientific Incセムラー サイエンティフィック,NASDAQ,stock
SMMT,Summit Therapeutics Incサミット セラピューティクス,NASDAQ,stock
SMP,Standard Motor Products Incスタンダード モーター プロダクツ,NYSE,stock
SMPL,Simply Good Foods Coシンプリー グッド フーズ,NASDAQ,stock
SMR,NuScale Power Corp Aニュースケール パワー A,NYSE,stock
SMRT,SmartRent Incスマートレンタ インク,NYSE,stock
SMSI,Smith Micro Software Incｽﾐｽ･ﾏｲｸﾛ･ｿﾌﾄｳｴｱ,NASDAQ,stock
SMTC,Semtech Corporationセムテック,NASDAQ,stock
SMTI,Sanara Medtech Incサナラ　メディテック,NASDAQ,stock
SMWB,SimilarWeb Ltdシミラーウェブ,NYSE,stock
SNA,Snap-onスナップ-オン,NYSE,stock
SNAP,Snap Aスナップ A,NYSE,stock
SNAX,Stryve Foods Incアンディナ アクイジション コープ Ⅲストライブ フーズ,NASDAQ,stock
SNBR,Sleep Numberスリープ ナンバー,NASDAQ,stock
SNCR,Synchronoss Technologies Incシンクロノス テクノロジーズ,NASDAQ,stock
SNCY,Sun Country Airlines Holdings Incサンカントリーエアラインズ,NASDAQ,stock
SND,Smart Sand Incスマート サンド,NASDAQ,stock
SNDA,Sonida Senior Livingソニダ シニア リビング,NYSE,stock
SNDL,SNDL Incサンダイアル,NASDAQ,stock
SNDR,Schneider National Inc Bｼｭﾅｲﾀﾞｰ･ﾅｼｮﾅﾙ,NYSE,stock
SNDX,Syndax Pharmaceuticals Incシンダックス ファーマシューティカルズ,NASDAQ,stock
SNES,Senestech Incセネステック,NASDAQ,stock
SNEX,StoneX Group Inc.ストーンXグループ,NASDAQ,stock
SNFCA,Security National Financial CorporationAセキュリティ ナショナル ファイナンシャA,NASDAQ,stock
SNGX,Soligenix Incソリジェニックス,NASDAQ,stock
SNOA,Sonoma Pharmaceuticalsソノマ ファーマシューティカルズ,NASDAQ,stock
SNOW,Snowflake Inc Aスノーフレイク A,NYSE,stock
SNPO,Snap One Holdings Corpスナップ・ワン・ホールディングス,NASDAQ,stock
SNPS,Synopsysシノプシス,NASDAQ,stock
SNPX,Synaptogenix Incシネプトジェニックス インク,NASDAQ,stock
SNSE,Sensei Biotherapeutics Incセンセイ バイオセラピューティクス,NASDAQ,stock
SNT,Senstar Technologiesセンスター テクノロジーズ,NASDAQ,stock
SNTG,Sentage Holdings Incセンテージ,NASDAQ,stock
SNTI,Senti Biosciences Incサンティ バイオサイエンス,NASDAQ,stock
SNV,Synovus Financialシノーバス ファイナンシャル,NYSE,stock
SNX,TD SYNNEX CorpTD シネックス,NYSE,stock
SO,Southernサザン,NYSE,stock
SOAR,Volato Group Incボラート グループ,NYSE,stock
SOBO,South Bow Corpサウス ボウ,NYSE,stock
SOC,Sable Offshore Corpセーブル オフショア,NYSE,stock
SOFI,SoFi Technologies Inc Aソフィ テクノロジーズ A,NASDAQ,stock
SOLV,Solventum Corpソルベンタム,NYSE,stock
SON,Sonoco Products Companyソノコ プロダクツ,NYSE,stock
SOND,Sonder Holdings Incソンダー ホールディングス,NASDAQ,stock
SONM,Sonim Technologies Incソニム テクノロジーズ,NASDAQ,stock
SONO,Sonosソノス,NASDAQ,stock
SOPA,Society Pass Incソサエティー パス インク,NASDAQ,stock
SOPH,Sophia Genetics SAソフィアジ ェネティクス,NASDAQ,stock
SOTK,Sono-Tek Corporationソノ テック コーポレーション,NASDAQ,stock
SP,SP Plus CorpSP プラス コーポレーション,NASDAQ,stock
SPB,Spectrum Brands Holdings Incスペクトラム ブランズ ホールディングス,NYSE,stock
SPCB,SuperCom Ltdスーパーコム,NASDAQ,stock
SPCE,Virgin Galactic Holdings Incヴァージン ギャラクティック ホールディングス,NYSE,stock
SPFI,South Plains Financial Incサウス プレイン フィナンシャル,NASDAQ,stock
SPGI,S&amp;P Globalエスアンドピー グローバル,NYSE,stock
SPHR,Sphere Entertainment Corpスフィア エンターテイメント,NYSE,stock
SPIR,Spire Global Inc Aスパイアー グローバル A,NYSE,stock
SPLK,Splunkスプランク,NASDAQ,stock
SPNS,Sapiens International Corp NVサピエンス インターナショナル,NASDAQ,stock
SPNT,SiriusPoint Ltdシリウスポイント,NYSE,stock
SPOK,Spok Holdings Incスポック ホールディングス,NASDAQ,stock
SPOT,Spotifyスポティファイ,NYSE,stock
SPR,Spirit AeroSystems Holdings Aスピリット エアロシステムズ ホールディング A,NYSE,stock
SPRB,Spruce Biosciences Incスプルース バイオサイエンシズ,NASDAQ,stock
SPRC,SciSparc LtdSciSparc,NASDAQ,stock
SPRO,Spero Therapeutics Incスペル セラピューティックス,NASDAQ,stock
SPRY,ARS Pharmaceuticals IncARS　ファーマシューティカルズ,NASDAQ,stock
SPSC,SPS Commerce Incエスピーエス コマース,NASDAQ,stock
SPT,Sprout Social Inc Aスプラウト ソーシャル A,NASDAQ,stock
SPTN,SpartanNash Coスパルタンナッシュ,NASDAQ,stock
SPWH,Sportsman's Warehouse Holdings Incスポーツマンズ ウェアハウス ホールディングス,NASDAQ,stock
SPWR,SunPowerサンパワー,NASDAQ,stock
SPXC,SPX Technologies IncSPX テクノロジーズ,NYSE,stock
SR,Spire Incスパイア,NYSE,stock
SRAD,Sportradar Group AGスポートレーダーグループ,NASDAQ,stock
SRBK,SR Bancorp IncSR バンコープ,NASDAQ,stock
SRCE,1st Source Corpファースト ソース,NASDAQ,stock
SRDX,Surmodics Incサーモディクス,NASDAQ,stock
SRE,Sempra Energyセンプラ エナジー,NYSE,stock
SRI,Stoneridge Incストーンリッジ,NYSE,stock
SRL,Scully Royalty Ltdスカリーロイヤリティ,NYSE,stock
SRPT,Sarepta Therapeuticsサレプタ セラピューティックス,NASDAQ,stock
SRRK,Scholar Rock Holdingスカラー ロック ホールディングス,NASDAQ,stock
SRTS,Sensus Healthcare Incセンサス ヘルスケア,NASDAQ,stock
SRZN,Surrozen Incスローゼン,NASDAQ,stock
SSB,South State Corporationサウス ステート コーポレーション,NASDAQ,stock
SSBI,Summit State Bankサミット・ステート・バンク,NASDAQ,stock
SSBK,Southern States Bancshares Incサザン ステーツ バンクシェアーズ,NASDAQ,stock
SSD,Simpson Manufacturing Co Incシンプソン マニュファクチャリング,NYSE,stock
SSKN,STRATA Skin Sciences IncSTRATA スキン サイエンシズ,NASDAQ,stock
SSNC,SS&amp;C Technologies Holdings IncSS&amp;Cテクノロジーズ ホールディングス,NASDAQ,stock
SSP,The EW Scripps Company Aイー ダブリュー スクリップス A,NASDAQ,stock
SSRM,SSR Mining IncSSRマイニング,NASDAQ,stock
SST,System1 Incシステムワン インク,NYSE,stock
SSTI,SoundThinking Incサウンドシンキング,NASDAQ,stock
SSTK,Shutterstock Incシャッターストック,NYSE,stock
SSY,SunLink Health Systems Incサンリンク ヘルス システムズ,NYSE,stock
SSYS,Stratasysストラタシス,NASDAQ,stock
ST,Sensata Technologies Holding PLCセンサータ テクノロジーズ ホールディング,NYSE,stock
STAA,Staar Surgical Coスターサージカル,NASDAQ,stock
STAF,Staffing 360 Solutions Incスタッフィング　360　ソリューションズ,NASDAQ,stock
STBA,S&amp;T Bancorp Incエス アンド ティー バンコープ,NASDAQ,stock
STC,Stewart Information Services Corpスチュワート インフォメーション サービシズ,NYSE,stock
STE,STERIS PLCステリス,NYSE,stock
STEL,Stellar Bancorp Incステラ バンコープ,NYSE,stock
STEM,Stem Incステム,NYSE,stock
STEP,StepStone Group Inc Aステップストーン　グループ A,NASDAQ,stock
STGW,Stagwell Incスタッグウェル,NASDAQ,stock
STIM,Neuroneticsニューロネティクス,NASDAQ,stock
STKL,SunOpta Incサンオプタ インク,NASDAQ,stock
STKS,The ONE Group Hospitality Incワン・グループ・ホスピタリティ,NASDAQ,stock
STLA,Stellantis NVステランティス,NYSE,stock
STLD,Steel Dynamicsスチール ダイナミクス,NASDAQ,stock
STN,Stantec Incスタンテック インク,NYSE,stock
STNE,Stoneco Ltd Aストーン A,NASDAQ,stock
STNG,Scorpio Tankers Incスコーピオ・タンカーズ,NYSE,stock
STOK,Stoke Therapeutics Incストーク セラピューティクス,NASDAQ,stock
STR,Sitio Royalties Corp Aシティオ ロイヤルティーズ A,NYSE,stock
STRA,Strategic Education Incストラテジック エデュケーション,NASDAQ,stock
STRL,Sterling Infrastructure Incスターリング インフラストラクチャー,NASDAQ,stock
STRM,Streamline Health Solutions Incストリームライン ヘルス,NASDAQ,stock
STRO,Sutro Biopharma Incストゥロ バイオファーマ,NASDAQ,stock
STRR,Star Equity Holdings Incスター エクイティ ホールディングス,NASDAQ,stock
STRS,Stratus Properties Incストラタス プロパティーズ,NASDAQ,stock
STRT,Strattec Security Corpストラテック セキュリティ,NASDAQ,stock
STT,State Streetステート ストリート,NYSE,stock
STTK,Shattuck Labs Incシャタック ラボズ,NASDAQ,stock
STX,Seagate Technologyシーゲイト テクノロジー,NASDAQ,stock
STXS,Stereotaxis Incステレオタクシス,NYSE,stock
STZ,Constellation Brands Aコンステレーション ブランズ A,NYSE,stock
SU,Suncor Energyサンコア エナジー,NYSE,stock
SUNE,SUNation Energy Incサネーション エナジー,NASDAQ,stock
SUP,Superior Industries International Incスーペリア インダストリーズ インターナショナル,NYSE,stock
SUPN,Supernus Pharmaceuticals Incスーパーナス ファーマシューティカルズ,NASDAQ,stock
SURG,SurgePays Incサージペイズ インク,NASDAQ,stock
SVCO,Silvaco Group Incシルバコ グループ,NASDAQ,stock
SVRA,Savara Incサバラ,NASDAQ,stock
SVT,Servotronics Incセヴォトロニクス インク,NYSE,stock
SVV,Savers Value Village Incセイバーズ バリュー ヴィレッジ,NYSE,stock
SW,Smurfit WestRock PLCスマーフィット ウエストロック,NYSE,stock
SWAG,Stran &amp; Company Incスタン アンド カンパニー,NASDAQ,stock
SWBI,Smith &amp; Wesson Brands Incスミス&amp;ウェッソン ブランズ,NASDAQ,stock
SWI,SolarWinds Corpソーラーウィンズ,NYSE,stock
SWIM,Latham Group Incレイサム　グループ,NASDAQ,stock
SWK,Stanley Black &amp; Deckerスタンレー ブラック アンド デッカー,NYSE,stock
SWKH,SWK Holdings CorporationＳＷＫホールディングス,NASDAQ,stock
SWKS,Skyworks Solutionsスカイワークス ソリューションズ,NASDAQ,stock
SWTX,SpringWorks Therapeutics Incスプリングワークス セラピューティクス,NASDAQ,stock
SWVL,Swvl Holdings Corp Aスウィブル ホールディングス A,NASDAQ,stock
SWX,Southwest Gas Holdings Incサウスウェスト ガス ホールディングス,NYSE,stock
SXC,SunCoke Energy Incサンコーク エナジー,NYSE,stock
SXI,Standex International Corpスタンデックス インターナショナル,NYSE,stock
SXT,Sensient Technologiesセンシエント テクノロジーズ,NYSE,stock
SYBT,Stock Yards Bancorp Incストック ヤーズ バンコープ,NASDAQ,stock
SYBX,Synlogic Incシンロジック,NASDAQ,stock
SYF,Synchrony Financialシンクロニー ファイナンシャル,NYSE,stock
SYK,Strykerストライカー,NYSE,stock
SYM,Symbotic Incシンボティック,NASDAQ,stock
SYNA,Synapticsシナプティクス,NASDAQ,stock
SYPR,Sypris Solutions Incシプリス ソリューション,NASDAQ,stock
SYRE,Spyre Therapeutics Incスパイア セラピューティクス,NASDAQ,stock
SYRS,Syros Pharmaceuticals Incサイロス ファーマシューティカルズ,NASDAQ,stock
SYTA,Siyata Mobile Incシヤタ モバイル インク,NASDAQ,stock
SYY,Syscoシスコ,NYSE,stock
T,AT&amp;TAT&amp;T,NYSE,stock
TAC,TransAlta Corporationトランスアルタ コーポレーション,NYSE,stock
TACT,TransAct Technologies Incトランスアクト テクノロジーズ,NASDAQ,stock
TAIT,Taitron Components Incorporated Aテイトロン コンポーネント A,NASDAQ,stock
TALK,Talkspace Incトークスペース,NASDAQ,stock
TALO,Talos Energy Incタロス エナジー,NYSE,stock
TANH,Tantech Holdings Ltdタンテック ホールディングス,NASDAQ,stock
TAOP,Taoping Incタオピン,NASDAQ,stock
TAP,Molson Coors Beverage Bモルソン クアーズ ビバレッジ B,NYSE,stock
TARA,Protara Therapeutics Incプロタラ セラピューティクス,NASDAQ,stock
TARO,Taro Pharmaceutical Industries Ltdタロ ファーマシューティカル インダストリーズ,NYSE,stock
TARS,Tarsus Pharmaceuticals Incタルサス　ファーマシューティカルズ,NASDAQ,stock
TASK,TaskUS Inc Aタスクアス A,NASDAQ,stock
TAST,Carrols Restaurant Group Incキャロルズ レストラン グループ,NASDAQ,stock
TATT,TAT Technologies LtdTAT テクノロジーズ,NASDAQ,stock
TAYD,Taylor Devices Incテイラー デバイシズ,NASDAQ,stock
TBBK,The Bancorp Incザ バンコープ,NASDAQ,stock
TBCH,Turtle Beach Corporationタートル ビーチ,NASDAQ,stock
TBI,TrueBlue Incトゥルーブルー,NYSE,stock
TBLA,Taboola.com Ltdタブーラ コム,NASDAQ,stock
